Car_Name,Manufacturer,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,No_Of_Owners,Present_Price,Selling_Price,Insurance
Jeep Campass TrailHawk ,Jeep,2020,35426,Diesel,Individual,Automatic,1,"33,20,000","25,00,000",Yes
Jeep Campass TrailHawk Option,Jeep,2021,32547,Diesel,Individual,Automatic,1,"33,15,000","24,00,000",Yes
Honda Amaze iDtec S,Honda,2013,75000,Diesel,Individual,Manual,1,"8,37,000","3,20,000",No
Honda Amaze iDtec S,Honda,2013,85324,Diesel,Dealer,Manual,1,"8,37,000","3,30,000",Yes
Honda Amaze iVtech S,Honda,2013,65897,Petrol,Individual,Manual,1,"7,19,000","3,00,000",No
Honda Amaze iDtec S,Honda,2014,72364,Diesel,Individual,Manual,1,"8,37,000","3,50,000",No
Honda Amaze iVtech S,Honda,2014,78025,Petrol,Individual,Manual,1,"7,19,000","3,20,000",No
Honda Amaze iVtech SX,Honda,2014,65000,Petrol,Individual,Manual,1,"7,81,000","3,60,000",No
Honda Amaze iDtec VX,Honda,2015,56251,Diesel,Individual,Manual,1,"9,30,000","4,00,000",No
Honda Amaze iVtech SX,Honda,2015,68745,Petrol,Individual,Manual,1,"7,81,000","3,80,000",No
Honda Amaze iVtech S,Honda,2015,64821,Petrol,Individual,Manual,1,"7,19,000","3,30,000",No
Honda Amaze iDtec VX,Honda,2016,55000,Diesel,Individual,Manual,1,"9,30,000","4,50,000",No
Honda Amaze iVtech SX,Honda,2016,45897,Petrol,Individual,Manual,1,"7,81,000","4,80,000",No
Honda Amaze iVtech S,Honda,2016,63245,Petrol,Individual,Manual,1,"7,19,000","3,60,000",No
Honda Amaze iVtech ,Honda,2016,52000,Petrol,Individual,Automatic,1,"8,34,000","6,20,000",No
Honda Amaze iDtech SX,Honda,2017,36285,Diesel,Individual,Manual,1,"9,48,000","5,10,000",No
Honda Amaze iVtech S,Honda,2017,55000,Petrol,Individual,Manual,1,"7,68,000","5,00,000",No
Honda Amaze iVtech S,Honda,2017,62587,Petrol,Dealer,Manual,1,"7,68,000","5,05,000",No
Honda Amaze iVtech S,Honda,2017,56914,Petrol,Individual,Manual,1,"7,68,000","5,10,000",Yes
Honda Amaze iDtech VX,Honda,2018,50000,Diesel,Individual,Manual,1,"12,14,000","7,90,000",Yes
Honda Amaze iDtech VCVT,Honda,2018,54015,Diesel,Individual,Automatic,1,"10,77,000","8,00,000",Yes
Honda Amaze iVtech VCVT,Honda,2018,66000,Petrol,Individual,Automatic,1,"10,19,000","6,90,000",Yes
Honda Amaze iDtech SCVT,Honda,2018,45869,Diesel,Individual,Automatic,1,"11,82,000","9,00,000",Yes
Honda Amaze iVtech VCVT,Honda,2019,36000,Petrol,Individual,Automatic,1,"10,19,000","8,40,000",Yes
Honda Amaze iVtech VXCVT,Honda,2019,25987,Petrol,Individual,Automatic,1,"11,24,000","7,80,000",Yes
Honda Amaze iDtech VX,Honda,2019,35000,Diesel,Individual,Manual,1,"12,14,000","9,00,000",Yes
Honda Amaze iVtech S,Honda,2019,25687,Petrol,Individual,Manual,1,"8,45,000","7,00,000",Yes
Honda Amaze iDtech VCVT,Honda,2019,36420,Diesel,Individual,Automatic,1,"10,77,000","8,30,000",Yes
Honda Amaze iVtec VX,Honda,2020,20000,Petrol,Individual,Manual,1,"9,71,000","6,10,000",Yes
Honda Amaze iDtec VX,Honda,2020,15492,Diesel,Individual,Manual,1,"12,17,000","9,30,000",Yes
Honda Amaze iVtec VX CVT,Honda,2020,12504,Petrol,Individual,Manual,1,"10,77,000","8,50,000",Yes
Honda Amaze iVtec VX CVT,Honda,2021,5462,Petrol,Individual,Manual,1,"10,77,000","8,80,000",Yes
Honda City iVtec E,Honda,2010,86248,Petrol,Individual,Manual,1,"8,30,000","3,00,000",No
Honda City iVtec S,Honda,2010,75000,Petrol,Individual,Manual,1,"9,00,000","3,10,000",No
Honda City iVtec V,Honda,2010,80000,Petrol,Individual,Manual,1,"9,30,000","3,50,000",No
Honda City iVtec V,Honda,2010,95000,Petrol,Individual,Automatic,1,"10,20,000","4,00,000",No
Honda City iVtec E,Honda,2011,75268,Petrol,Individual,Manual,1,"9,58,000","3,50,000",No
Honda City iVtec S,Honda,2011,80000,Petrol,Individual,Manual,1,"10,32,000","3,30,000",No
Honda City iVtec V,Honda,2011,102248,Petrol,Individual,Manual,1,"10,94,000","4,50,000",No
Honda City iVtec V,Honda,2011,85021,Petrol,Individual,Automatic,1,"10,90,000","5,00,00",No
Honda City iVtech Corporate,Honda,2011,90560,Petrol,Individual,Manual,1,"8,74,000","3,30,000",No
Honda City iVtec V,Honda,2012,70000,Petrol,Individual,Automatic,1,"10,20,000","4,50,000",No
Honda City iVtec E,Honda,2012,53054,Petrol,Individual,Manual,1,"9,58,000","4,00,000",No
Honda City iVtec S,Honda,2012,85630,Petrol,Individual,Manual,1,"10,32,000","3,50,000",No
Honda City iVtec V,Honda,2012,75000,Petrol,Individual,Manual,1,"10,94,000","5,00,000",No
Honda City iVtec V CVT,Honda,2012,66000,Petrol,Individual,Automatic,1,"10,00,000","4,80,000",No
Honda City iVtec V,Honda,2013,65000,Petrol,Individual,Automatic,1,"10,20,000","4,80,000",No
Honda City iVtec E,Honda,2013,75000,Petrol,Individual,Manual,1,"9,58,000","4,30,000",No
Honda City iVtec S,Honda,2013,85000,Petrol,Individual,Manual,1,"10,32,000","4,00,000",No
Honda City iVtec V,Honda,2013,60000,Petrol,Individual,Manual,1,"10,94,000","5,30,000",No
Honda City iVtec V CVT,Honda,2013,59000,Petrol,Individual,Automatic,1,"10,00,000","5,00,000",No
Honda City iDtec VX,Honda,2014,62000,Diesel,Individual,Manual,1,"14,68,000","6,50,000",No
Honda City iVtec VX,Honda,2014,56000,Petrol,Individual,Manual,1,"13,27,000","6,00,000",No
Honda City iVtec SV,Honda,2014,50000,Petrol,Individual,Manual,1,"11,14,000","4,90,000",No
Honda City iDtec SV,Honda,2014,56587,Diesel,Individual,Manual,1,"12,69,000","5,20,000",No
Honda City iVtec SV CVT,Honda,2014,45000,Petrol,Individual,Automatic,1,"12,52,000","5,50,000",No
Honda City iDtec VX,Honda,2015,66645,Diesel,Individual,Manual,1,"14,68,000","6,60,000",No
Honda City iVtec VX,Honda,2015,75000,Petrol,Individual,Manual,1,"13,27,000","6,20,000",No
Honda City iVtec SV,Honda,2015,69000,Petrol,Individual,Manual,1,"11,14,000","5,00,000",No
Honda City iDtec SV,Honda,2015,58000,Diesel,Individual,Manual,1,"12,69,000","5,50,000",No
Honda City iVtec SV CVT,Honda,2015,52000,Petrol,Individual,Automatic,1,"12,52,000","5,70,000",No
Honda City iDtec VX,Honda,2016,45000,Diesel,Individual,Manual,1,"14,68,000","6,80,000",No
Honda City iVtec VX,Honda,2016,41000,Petrol,Individual,Manual,1,"13,27,000","6,50,000",No
Honda City iVtec SV,Honda,2016,35648,Petrol,Individual,Manual,1,"11,14,000","5,70,000",No
Honda City iDtec SV,Honda,2016,45269,Diesel,Individual,Manual,1,"12,69,000","6,00,000",No
Honda City iVtec SV CVT,Honda,2016,52687,Petrol,Individual,Automatic,1,"12,52,000","5,90,000",No
Honda City iVtec VX(O),Honda,2017,35697,Petrol,Individual,Manual,1,"13,59,000","6,80,000",No
Honda City iDtec VX(O),Honda,2017,55000,Diesel,Individual,Manual,1,"15,04,000","7,20,000",No
Honda City iDtec VX,Honda,2017,62502,Diesel,Individual,Manual,1,"14,68,000","7,00,000",No
Honda City iVtec VX,Honda,2017,72644,Petrol,Individual,Manual,1,"13,27,000","6,70,000",No
Honda City iVtec SV,Honda,2017,40297,Petrol,Individual,Manual,1,"11,14,000","5,90,000",No
Honda City iDtec SV,Honda,2017,44568,Diesel,Individual,Manual,1,"12,69,000","6,20,000",No
Honda City iVtech ZX,Honda,2018,40000,Petrol,Individual,Manual,1,"16,42,000","10,00,000",Yes
Honda City iVtech ZX CVT,Honda,2018,45623,Petrol,Individual,Manual,1,"17,96,000","11,00,000",Yes
Honda City VX CVT,Honda,2018,35698,Petrol,Individual,Automatic,1,"16,69,000","11,30,000",Yes
Honda City iVtec V,Honda,2018,72644,Petrol,Individual,Manual,1,"13,51,000","9,50,000",Yes
Honda City iVtech ZX,Honda,2019,35000,Petrol,Individual,Manual,1,"16,42,000","11,00,000",Yes
Honda City iVtech ZX CVT,Honda,2019,40542,Petrol,Individual,Manual,1,"17,96,000","11,30,000",Yes
Honda City VX CVT,Honda,2019,42588,Petrol,Individual,Automatic,1,"16,69,000","11,70,000",Yes
Honda City iVtec V,Honda,2019,50566,Petrol,Individual,Manual,1,"13,51,000","10,00,000",Yes
Honda City iVtech ZX,Honda,2020,25000,Petrol,Individual,Manual,1,"16,42,000","13,00,000",Yes
Honda City iVtech ZX CVT,Honda,2020,35000,Petrol,Individual,Manual,1,"17,96,000","12,00,000",Yes
Honda City VX CVT,Honda,2020,15000,Petrol,Individual,Automatic,1,"16,69,000","12,10,000",Yes
Honda City iVtec V,Honda,2020,4529,Petrol,Individual,Manual,1,"13,51,000","10,50,000",Yes
Honda City iVtech ZX,Honda,2020,9564,Petrol,Individual,Manual,1,"16,42,000","13,50,000",Yes
Honda City iVtech ZX CVT,Honda,2020,12596,Petrol,Individual,Manual,1,"17,96,000","14,00,000",Yes
Honda Jazz iVtech S,Honda,2010,56000,Petrol,Individual,Manual,1,"9,02,000","3,00,000",No
Honda Jazz iVtech X,Honda,2011,85420,Petrol,Individual,Manual,1,"9,12,000","3,05,000",No
Honda Jazz iVtech SelectEditionActive,Honda,2011,82000,Petrol,Individual,Manual,1,"8,40,000","3,10,000",No
Honda Jazz iVtech S,Honda,2012,75000,Petrol,Individual,Manual,1,"9,02,000","3,20,000",No
Honda Jazz iVtech X,Honda,2012,86244,Petrol,Individual,Manual,1,"9,12,000","3,30,000",No
Honda Jazz iVtech S,Honda,2013,65897,Petrol,Individual,Manual,1,"9,02,000","3,25,000",No
Honda Jazz iVtech X,Honda,2013,79000,Petrol,Individual,Manual,1,"9,12,000","3,35,000",No
Honda Jazz iDtech SV,Honda,2014,98751,Diesel,Individual,Manual,1,"9,83,000","4,50,000",No
Honda Jazz iVtech SV,Honda,2014,75000,Petrol,Individual,Manual,1,"8,23,000","3,90,000",No
Honda Jazz iDtech SV,Honda,2015,50610,Diesel,Individual,Manual,1,"9,83,000","4,60,000",No
Honda Jazz iVtech SV,Honda,2015,59844,Petrol,Individual,Manual,1,"8,23,000","4,00,000",No
Honda Jazz iVtec VX,Honda,2015,75050,Petrol,Individual,Automatic,1,"9,42,000","5,00,000",No
Honda Jazz iDtec VX,Honda,2015,66623,Diesel,Individual,Manual,1,"10,86,000","5,50,000",No
Honda Jazz iDtec S,Honda,2015,50000,Diesel,Individual,Manual,1,"9,36,000","5,00,000",No
Honda Jazz iVtec S,Honda,2015,49822,Petrol,Individual,Manual,1,"7,74,000","4,00,000",No
Honda Jazz iDtec E,Honda,2015,56222,Diesel,Individual,Manual,1,"8,59,000","3,50,000",No
Honda Jazz iVtech SV,Honda,2016,48000,Petrol,Individual,Manual,1,"8,23,000","4,10,000",No
Honda Jazz iVtec VX,Honda,2017,52000,Petrol,Individual,Automatic,1,"9,42,000","5,50,000",No
Honda Jazz iDtec VX,Honda,2017,40520,Diesel,Individual,Manual,1,"10,86,000","5,80,000",No
Honda Jazz iDtec S,Honda,2017,65000,Diesel,Individual,Manual,1,"9,36,000","5,30,000",No
Honda Jazz iVtec S,Honda,2017,75000,Petrol,Individual,Manual,1,"7,74,000","4,30,000",No
Honda Jazz iDtec E,Honda,2017,35000,Diesel,Individual,Manual,1,"8,59,000","3,80,000",No
Honda Jazz iVtec VX,Honda,2018,26000,Petrol,Individual,Automatic,1,"9,42,000","6,00,000",Yes
Honda Jazz iDtec VX,Honda,2018,32000,Diesel,Individual,Manual,1,"10,86,000","3,20,000",Yes
Honda Jazz iDtec S,Honda,2018,45000,Diesel,Individual,Manual,1,"9,36,000","5,50,000",Yes
Honda Jazz iVtec S,Honda,2018,50361,Petrol,Individual,Manual,1,"7,74,000","4,80,000",Yes
Honda Jazz iDtec E,Honda,2018,49000,Diesel,Individual,Manual,1,"8,59,000","4,20,000",Yes
Honda Jazz iVtec VX,Honda,2019,15600,Petrol,Individual,Manual,1,"9,89,000","7,00,000",Yes
Honda Jazz iVtec ZX,Honda,2019,20000,Petrol,Individual,Manual,1,"10,62,000","7,50,000",Yes
Honda Jazz iVtec VX CVT,Honda,2019,12697,Petrol,Individual,Automatic,1,"11,03,000","9,00,000",Yes
Honda Jazz iDtec ZX CVT,Honda,2019,18321,Petrol,Individual,Automatic,1,"11,75,000","9,50,000",Yes
Honda WRV iVtec VX,Honda,2017,36000,Petrol,Individual,Manual,1,"10,25,000","7,00,000",Yes
Honda WRV iDtec VX,Honda,2017,32154,Diesel,Individual,Manual,1,"11,35,000","7,50,000",Yes
Honda WRV iDtec Excl,Honda,2017,32154,Diesel,Individual,Manual,1,"11,48,000","7,90,000",Yes
Honda WRV iVtec VX,Honda,2017,25000,Petrol,Individual,Manual,1,"10,25,000","7,10,000",Yes
Honda WRV iDtec VX,Honda,2017,20000,Diesel,Individual,Manual,1,"11,35,000","7,60,000",Yes
Honda WRV iDtec Excl,Honda,2017,35000,Diesel,Individual,Manual,1,"11,48,000","8,00,000",Yes
Honda WRV iVtec VX,Honda,2018,25654,Petrol,Individual,Manual,1,"10,25,000","7,30,000",Yes
Honda WRV iDtec VX,Honda,2018,35657,Diesel,Individual,Manual,1,"11,35,000","7,80,000",Yes
Honda WRV iDtec Excl,Honda,2018,25479,Diesel,Individual,Manual,1,"11,48,000","8,20,000",Yes
Honda WRV iVtec VX,Honda,2019,15654,Petrol,Individual,Manual,1,"10,25,000","7,50,000",Yes
Honda WRV iDtec VX,Honda,2019,20657,Diesel,Individual,Manual,1,"11,35,000","8,00,000",Yes
Honda WRV iDtec Excl,Honda,2019,16479,Diesel,Individual,Manual,1,"11,48,000","8,50,000",Yes
Honda WRV iVtec S,Honda,2019,10555,Petrol,Individual,Manual,1,"9,15,000","7,50,000",Yes
Honda WRV iDtec S,Honda,2019,12024,Diesel,Individual,Manual,1,"10,25,000","8,00,000",Yes
Honda Brio V,Honda,2011,32554,Petrol,Individual,Manual,1,"6,16,000","2,50,000",No
Honda Brio S,Honda,2011,63254,Petrol,Individual,Manual,1,"6,84,000","2,10,000",No
Honda Brio V,Honda,2012,60000,Petrol,Individual,Manual,1,"6,16,000","2,55,000",No
Honda Brio S,Honda,2012,75000,Petrol,Individual,Manual,1,"6,84,000","2,15,000",No
Honda Brio S,Honda,2013,65000,Petrol,Individual,Manual,1,"6,20,000","2,80,000",No
Honda Brio V,Honda,2013,52655,Petrol,Individual,Manual,1,"6,36,000","2,90,000",No
Honda Brio EX,Honda,2013,45000,Petrol,Individual,Manual,1,"5,55,000","2,10,000",No
Honda Brio VX,Honda,2014,32513,Petrol,Individual,Automatic,1,"7,93,000","3,50,000",No
Honda Brio VX,Honda,2014,45255,Petrol,Dealer,Automatic,1,"7,93,000","3,55,000",Yes
Honda Brio VX,Honda,2014,30155,Petrol,Dealer,Automatic,1,"7,93,000","3,60,000",Yes
Honda Brio S,Honda,2015,66000,Petrol,Individual,Manual,1,"6,20,000","3,00,000",No
Honda Brio V,Honda,2015,56000,Petrol,Individual,Manual,1,"6,36,000","3,10,000",No
Honda Brio VX,Honda,2015,36000,Petrol,Individual,Manual,1,"6,97,000","4,50,000",No
Honda Brio V,Honda,2016,56000,Petrol,Individual,Manual,1,"6,36,000","3,50,000",No
Honda Brio S,Honda,2016,34000,Petrol,Individual,Manual,1,"6,20,000","3,30,000",No
Honda Brio VX(O),Honda,2016,25648,Petrol,Individual,Manual,1,"7,37,000","4,00,000",Yes
Honda Brio VX(O),Honda,2016,35488,Petrol,Individual,Automatic,1,"8,28,000","4,50,000",Yes
Honda Brio V,Honda,2017,26000,Petrol,Individual,Manual,1,"6,36,000","3,60,000",No
Honda Brio S,Honda,2017,15000,Petrol,Individual,Manual,1,"6,20,000","3,40,000",No
Honda Brio VX(O),Honda,2017,39000,Petrol,Individual,Manual,1,"7,37,000","4,10,000",Yes
Honda Brio VX(O),Honda,2017,46000,Petrol,Individual,Automatic,1,"8,28,000","4,60,000",Yes
Honda Brio VX,Honda,2018,36000,Petrol,Individual,Manual,1,"7,02,000","4,65,000",Yes
Honda Brio VX,Honda,2018,36000,Petrol,Individual,Automatic,1,"7,97,000","4,90,000",Yes
Honda Brio S(O),Honda,2019,18652,Petrol,Individual,Manual,1,"6,32,000","4,50,000",Yes
Honda Civic S,Honda,2010,75051,Petrol,Individual,Manual,1,"15,29,000","4,00,000",No
Honda Civic V,Honda,2010,85251,Petrol,Individual,Automatic,1,"17,47,000","3,90,000",No
Honda Civic S,Honda,2011,80000,Petrol,Individual,Manual,1,"15,29,000","4,20,000",No
Honda Civic Sport,Honda,2011,45625,Petrol,Individual,Manual,1,"14,43,000","3,40,000",No
Honda Civic V,Honda,2012,60042,Petrol,Individual,Manual,1,"17,47,000","4,00,000",No
Honda Civic ZX,Honda,2019,18045,Petrol,Individual,Manual,1,"26,51,000","18,00,000",Yes
Honda Civic ZX,Honda,2019,56354,Petrol,Individual,Manual,1,"26,51,000","18,50,000",Yes
Honda Civic VX,Honda,2019,44000,Diesel,Individual,Manual,1,"24,44,000","19,00,000",Yes
Honda Civic V CVT,Honda,2019,40044,Petrol,Individual,Automatic,1,"21,35,000","16,00,000",Yes
Honda Civic VX CVT,Honda,2019,25000,Petrol,Individual,Automatic,1,"23,32,000","16,50,000",Yes
Honda Civic ZX,Honda,2020,29000,Petrol,Individual,Manual,1,"26,51,000","18,90,000",Yes
Honda Civic VX,Honda,2020,24665,Diesel,Individual,Manual,1,"24,44,000","19,40,000",Yes
Honda Civic V CVT,Honda,2020,18532,Petrol,Individual,Automatic,1,"21,35,000","16,50,000",Yes
Honda Civic VX CVT,Honda,2020,19624,Petrol,Individual,Automatic,1,"23,32,000","16,90,000",Yes
Honda Accord Elegance,Honda,2010,95628,Petrol,Individual,Automatic,2,"23,80,000","4,00,000",No
Honda Accord V6 Inspire,Honda,2011,75000,Petrol,Individual,Automatic,1,"32,32,000","6,50,100",No
Honda Accord 2.4,Honda,2012,56215,Petrol,Individual,Automatic,1,"23,44,100","7,50,000",No
Honda Accord 2.4,Honda,2013,40014,Petrol,Individual,Automatic,1,"23,44,100","8,50,000",No
Renault Duster RxZ,Renault,2012,56000,Diesel,Individual,Manual,1,"11,58,000","3,80,000",No
Renault Duster RxL(O),Renault,2012,66000,Diesel,Individual,Manual,1,"11,57,000","3,50,000",No
Renault Duster RxL+,Renault,2012,75000,Diesel,Individual,Manual,1,"10,96,000","3,40,000",No
Renault Duster RxZ+(O),Renault,2012,62000,Diesel,Individual,Manual,1,"12,63,000","4,00,000",No
Renault Duster RxZ,Renault,2013,80000,Diesel,Individual,Manual,1,"11,58,000","4,50,000",No
Renault Duster RxL+,Renault,2014,56540,Diesel,Individual,Manual,1,"10,96,000","4,00,000",No
Renault Duster RxL,Renault,2014,45000,Diesel,Individual,Manual,1,"11,32,000","3,80,000",No
Renault Duster RxZ AWD,Renault,2014,65482,Diesel,Individual,Manual,1,"13,82,000","5,00,000",No
Renault Duster RxE,Renault,2014,50000,Petrol,Individual,Manual,1,"9,33,000","3,50,000",No
Renault Duster RxL,Renault,2014,62452,Petrol,Individual,Manual,1,"9,77,000","3,60,000",No
Renault Duster RxZ AWD,Renault,2015,69104,Diesel,Individual,Manual,1,"13,82,000","7,00,000",No
Renault Duster RxZ,Renault,2015,45000,Diesel,Individual,Manual,1,"11,58,000","5,00,000",No
Renault Duster RxL,Renault,2015,56000,Diesel,Individual,Manual,1,"11,32,000","4,00,000",No
Renault Duster Adventure ,Renault,2015,50796,Diesel,Individual,Manual,1,"12,07,000","6,00,000",No
Renault Duster RxL,Renault,2016,56000,Diesel,Individual,Manual,1,"13,35,000","5,00,000",No
Renault Duster RxE,Renault,2016,50000,Petrol,Individual,Manual,1,"9,81,000","3,80,000",No
Renault Duster RxL,Renault,2016,62452,Petrol,Individual,Manual,1,"11,20,000","4,90,000",No
Renault Duster RxZ,Renault,2016,75000,Diesel,Individual,Manual,1,"11,58,000","6,00,000",No
Renault Duster RxZ+,Renault,2016,65000,Diesel,Individual,Manual,1,"14,88,000","6,50,000",No
Renault Duster RxL,Renault,2017,46000,Diesel,Individual,Manual,1,"13,35,000","5,10,000",No
Renault Duster RxE,Renault,2017,39645,Petrol,Individual,Manual,1,"9,81,000","3,90,000",No
Renault Duster RxL,Renault,2017,61745,Petrol,Individual,Manual,1,"11,20,000","5,00,000",No
Renault Duster RxZ,Renault,2017,65842,Diesel,Individual,Manual,1,"11,58,000","6,10,000",No
Renault Duster RxZ+,Renault,2017,52051,Diesel,Individual,Manual,1,"14,88,000","2,60,000",No
Renault Duster RXS TurboCVT,Renault,2018,26241,Petrol,Dealer,Automatic,1,"16,42,000","7,85,000",Yes
Renault Duster RxZ+,Renault,2018,15000,Petrol,Individual,Manual,1,"12,24,000","8,00,000",Yes
Renault Duster RXS TurboCVT,Renault,2019,20000,Petrol,Dealer,Automatic,1,"16,42,000","8,00,000",Yes
Renault Duster RxZ+,Renault,2019,19454,Petrol,Individual,Manual,1,"12,24,000","8,50,000",Yes
Renault Triber RxL,Renault,2019,45000,Petrol,Individual,Manual,1,"7,64,000","5,50,000",Yes
Renault Triber RxZ EasyR,Renault,2019,56204,Petrol,Individual,Automatic,1,"9,60,000","6,00,000",Yes
Renault Triber RxE,Renault,2019,26547,Petrol,Individual,Manual,1,"8,20,000","5,00,000",Yes
Renault Triber RxL,Renault,2020,35000,Petrol,Individual,Manual,1,"7,64,000","5,50,000",Yes
Renault Triber RxZ EasyR,Renault,2020,20000,Petrol,Individual,Automatic,1,"9,60,000","6,50,000",Yes
Renault Triber RxE,Renault,2020,26594,Petrol,Individual,Manual,1,"8,20,000","5,50,000",Yes
Renault Triber RxE,Renault,2020,38451,Petrol,Dealer,Manual,1,"8,20,000","5,20,000",Yes
Renault Kwid RxT,Renault,2015,35000,Petrol,Individual,Manual,1,"4,60,000","2,20,000",No
Renault Kwid RxL,Renault,2015,25000,Petrol,Individual,Manual,1,"4,83,000","2,50,000",No
Renault Kwid RxT(O),Renault,2015,35000,Petrol,Individual,Manual,1,"5,00,000","2,50,000",No
Renault Kwid RxT,Renault,2016,39401,Petrol,Individual,Manual,1,"4,60,000","2,60,000",No
Renault Kwid RxT(O),Renault,2016,51114,Petrol,Individual,Automatic,1,"5,30,000","3,20,000",No
Renault Kwid RxT,Renault,2017,25521,Petrol,Individual,Manual,1,"4,60,000","2,70,000",No
Renault Kwid RxT(O),Renault,2017,32154,Petrol,Individual,Automatic,1,"5,30,000","3,30,000",No
Renault Kwid RxT,Renault,2018,25521,Petrol,Individual,Manual,1,"4,60,000","3,00,000",Yes
Renault Kwid RxT(O),Renault,2018,32154,Petrol,Individual,Automatic,1,"5,30,000","3,40,000",Yes
Renault Kwid RxT,Renault,2019,26547,Petrol,Individual,Manual,1,"4,60,000","3,50,00",Yes
Renault Kwid RxT(O),Renault,2019,19827,Petrol,Individual,Automatic,1,"5,30,000","4,00,000",Yes
Renault Kwid RxL,Renault,2020,15000,Petrol,Individual,Manual,1,"5,32,000","3,90,000",Yes
Renault Climber ,Renault,2020,20000,Petrol,Individual,Manual,1,"6,38,000","4,80,000",Yes
Renault Climber ,Renault,2020,19875,Petrol,Individual,Automatic,1,"6,87,000","5,00,000",Yes
Renault Kwid RxT,Renault,2020,25451,Petrol,Individual,Manual,1,"6,12,00","4,00,000",Yes
Renault Kiger RxT,Renault,2021,9000,Petrol,Individual,Automatic,1,"9,12,000","7,00,000",Yes
Renault Kiger Turbo CVTDT,Renault,2021,15005,Petrol,Individual,Automatic,1,"12,51,000","8,50,000",Yes
Renault Kiger RxL,Renault,2021,4562,Petrol,Individual,Manual,1,"7,93,000","4,00,000",Yes
Renault Kiger RxZ,Renault,2021,5892,Petrol,Individual,Manual,1,"9,63,000","7,50,000",Yes
Nissan Magnite XL,Nissan,2020,26454,Petrol,Individual,Manual,1,"7,87,000","4,20,000",Yes
Nissan Magnite TurboCVT XV,Nissan,2020,20123,Petrol,Individual,Automatic,1,"10,73,000","7,10,000",Yes
Nissan Magnite TurboCVT XV DT,Nissan,2020,17524,Petrol,Individual,Automatic,1,"10,92,000","7,50,000",Yes
Nissan Magnite TurboCVT XV,Nissan,2021,17622,Petrol,Individual,Automatic,1,"10,73,000","7,20,000",Yes
Nissan Magnite TurboCVT XV DT,Nissan,2021,5684,Petrol,Individual,Automatic,1,"10,92,000","7,60,000",Yes
Nissan Magnite TurboCVT Premium,Nissan,2021,11023,Petrol,Individual,Manual,1,"11,60,000","7,90,000",Yes
Nissan Kicks XL,Nissan,2019,35000,Petrol,Individual,Manual,1,"11,26,000","8,00,000",Yes
Nissan Kicks TurboXV,Nissan,2019,25648,Petrol,Individual,Manual,1,"14,86,000","11,50,000",Yes
Nissan Kicks TurboXV CVT,Nissan,2019,31000,Petrol,Individual,Automatic,1,"17,06,000","12,50,000",Yes
Nissan Kicks XL,Nissan,2020,15478,Petrol,Individual,Manual,1,"11,26,000","8,20,000",Yes
Nissan Kicks TurboXV,Nissan,2020,10265,Petrol,Individual,Manual,1,"14,86,000","12,00,00",Yes
Nissan Kicks TurboXV CVT,Nissan,2020,12569,Petrol,Individual,Automatic,1,"17,06,000","13,00,000",Yes
Nissan Kicks XL,Nissan,2021,10265,Petrol,Individual,Manual,1,"11,26,000","8,30,000",Yes
Nissan Kicks TurboXV,Nissan,2021,11462,Petrol,Individual,Manual,1,"14,86,000","12,10,000",Yes
Nissan Kicks TurboXV CVT,Nissan,2021,4532,Petrol,Individual,Automatic,1,"17,06,000","13,20,000",Yes
Nissan Terrano XL,Nissan,2013,102156,Diesel,Individual,Manual,1,"14,11,000","3,80,000",No
Nissan Terrano XVD THP Premium,Nissan,2013,95013,Diesel,Individual,Manual,1,"16,16,000","5,00,000",No
Nissan Terrano XL+,Nissan,2014,69000,Diesel,Individual,Manual,1,"14,33,000","4,80,000",No
Nissan Terrano XVD THP ,Nissan,2014,75233,Diesel,Individual,Manual,1,"15,54,000","6,00,000",No
Nissan Terrano Premium ,Nissan,2014,80364,Diesel,Individual,Automatic,1,"16,88,000","6,50,000",No
Nissan Terrano XL+,Nissan,2015,65000,Diesel,Individual,Manual,1,"14,33,000","5,00,000",No
Nissan Terrano XVD THP ,Nissan,2015,70235,Diesel,Individual,Manual,1,"15,54,000","6,20,000",No
Nissan Terrano Premium ,Nissan,2015,81000,Diesel,Individual,Automatic,1,"16,88,000","6,70,000",No
Nissan Terrano XL+,Nissan,2016,55000,Diesel,Individual,Manual,1,"14,33,000","5,20,000",No
Nissan Terrano XVD THP ,Nissan,2016,60254,Diesel,Individual,Manual,1,"15,54,000","6,10,000",No
Nissan Terrano Premium ,Nissan,2016,72154,Diesel,Individual,Automatic,1,"16,88,000","6,80,000",No
Nissan Terrano XL+,Nissan,2017,65214,Diesel,Individual,Manual,1,"14,33,000","5,30,000",Yes
Nissan Terrano XVD THP ,Nissan,2017,56415,Diesel,Individual,Manual,1,"15,54,000","6,20,000",Yes
Nissan Terrano Premium ,Nissan,2017,45000,Diesel,Individual,Automatic,1,"16,88,000","6,90,000",Yes
Nissan Terrano XL,Nissan,2018,25456,Diesel,Individual,Manual,1,"12,05,000","6,50,000",Yes
Nissan Terrano XVD THP ,Nissan,2018,32145,Diesel,Individual,Manual,1,"15,54,000","6,20,000",Yes
Nissan Terrano Premium ,Nissan,2018,35974,Diesel,Individual,Automatic,1,"17,64,000","7,00,000",Yes
Nissan Terrano XE,Nissan,2018,23000,Diesel,Individual,Automatic,1,"11,86,000","6,00,000",Yes
